121128[4],3,3,0,3,3
121128[5],3,4,1,3,4
121128[6],6,6,0,6,6
121128[7],5,1,-4,5,1
121128[8],4,2,-2,4,2
121128[9],3,4,1,3,4
121128[10],4,4,0,4,4
125344[0],4,2,-2,4,2
125676[0],2,4,2,2,4
125676[1],4,3,-1,4,3
125676[2],1,4,3,1,4
125676[3],2,2,0,2,2
125676[4],2,3,1,2,3
125676[5],5,4,-1,5,4
125676[6],0,2,2,0,2
125676[7],1,2,1,1,2
125676[8],1,1,0,1,1
125676[9],2,3,1,2,3
125676[10],2,2,0,2,2
128059[0],3,5,2,3,5
128059[1],0,1,1,0,1
128059[2],2,2,0,2,2
128059[3],2,2,0,2,2
128059[4],4,2,-2,4,2
128059[5],3,3,0,3,3
128059[6],3,4,1,3,4
128059[7],2,2,0,2,2
128059[8],4,2,-2,4,2
128059[9],4,4,0,4,4
128059[10],1,6,5,1,6
128059[11],1,4,3,1,4
128059[12],2,2,0,2,2
128059[13],4,5,1,4,5
128059[14],4,4,0,4,4
128059[15],3,4,1,3,4
128059[16],3,4,1,3,4
128059[17],4,3,-1,4,3
128763[0],3,4,1,3,4
128763[1],4,3,-1,4,3
128763[2],1,1,0,1,1
128763[3],0,1,1,0,1
128763[4],2,4,2,2,4
128763[5],3,3,0,3,3
128763[6],1,1,0,1,1
128763[7],1,1,0,1,1
128763[8],3,3,0,3,3
128763[9],3,2,-1,3,2
128763[10],2,2,0,2,2
128763[11],3,2,-1,3,2
128763[12],2,2,0,2,2
130456[0],4,3,-1,4,3
130456[1],3,3,0,3,3
130456[2],3,4,1,3,4
130456[3],5,5,0,5,5
130456[4],6,6,0,6,6
130456[5],6,6,0,6,6
130456[6],3,3,0,3,3
130456[7],2,2,0,2,2
130456[8],4,2,-2,4,2
130456[9],2,4,2,2,4
130456[10],2,2,0,2,2
130456[11],4,2,-2,4,2
188343[0],3,4,1,3,4
188343[1],3,3,0,3,3
188343[2],5,4,-1,5,4
188343[3],4,4,0,4,4
188343[4],1,1,0,1,1
188343[5],4,4,0,4,4
188343[6],4,3,-1,4,3
188343[7],4,4,0,4,4
188343[8],4,1,-3,4,1
188343[9],1,2,1,1,2
188343[10],3,3,0,3,3
188343[11],3,3,0,3,3
188343[12],4,3,-1,4,3
188343[13],0,1,1,0,1
188343[14],1,2,1,1,2
188343[15],4,4,0,4,4
1HK7Nea0PFo[0],4,4,0,4,4
1HK7Nea0PFo[1],3,4,1,3,4
1HK7Nea0PFo[2],3,4,1,3,4
1HK7Nea0PFo[3],4,4,0,4,4
216097[0],3,3,0,3,3
216097[1],2,2,0,2,2
216097[2],3,3,0,3,3
216097[3],4,3,-1,4,3
216097[4],3,2,-1,3,2
216097[5],2,4,2,2,4
216097[6],4,4,0,4,4
216097[7],2,4,2,2,4
216097[8],1,1,0,1,1
223431[0],4,4,0,4,4
223431[1],3,3,0,3,3
223431[2],2,4,2,2,4
223431[3],1,2,1,1,2
223431[4],2,6,4,2,6
223431[5],0,2,2,0,2
223431[6],2,4,2,2,4
223431[7],1,1,0,1,1
223431[8],4,3,-1,4,3
223431[9],3,2,-1,3,2
223431[10],3,2,-1,3,2
223431[11],2,3,1,2,3
223431[12],2,2,0,2,2
223431[13],1,2,1,1,2
223431[14],1,4,3,1,4
225770[0],3,4,1,3,4
225770[1],4,2,-2,4,2
225770[2],1,2,1,1,2
225770[3],4,4,0,4,4
225770[4],1,2,1,1,2
225770[5],1,4,3,1,4
225770[6],2,2,0,2,2
225770[7],2,2,0,2,2
225770[8],1,2,1,1,2
225770[9],3,3,0,3,3
225770[10],2,3,1,2,3
225770[11],3,4,1,3,4
225770[12],5,4,-1,5,4
225770[13],4,2,-2,4,2
225770[14],5,6,1,5,6
236021[0],3,4,1,3,4
236021[1],4,3,-1,4,3
236021[2],2,2,0,2,2
236021[3],4,3,-1,4,3
236021[4],5,3,-2,5,3
236021[5],3,2,-1,3,2
236021[6],3,2,-1,3,2
236021[7],4,2,-2,4,2
236021[8],2,2,0,2,2
236021[9],1,1,0,1,1
236021[10],1,2,1,1,2
236021[11],1,2,1,1,2
236021[12],2,4,2,2,4
237009[0],4,3,-1,4,3
237009[1],3,3,0,3,3
237009[2],3,3,0,3,3
237009[3],0,2,2,0,2
237009[4],0,0,0,0,0
237009[5],2,2,0,2,2
237009[6],2,2,0,2,2
237009[7],4,4,0,4,4
237009[8],0,2,2,0,2
237009[9],0,1,1,0,1
237009[10],0,1,1,0,1
237009[11],2,4,2,2,4
237009[12],3,2,-1,3,2
241629[0],4,4,0,4,4
241629[1],3,3,0,3,3
241629[2],1,0,-1,1,0
241629[3],4,2,-2,4,2
241629[4],6,6,0,6,6
241629[5],3,3,0,3,3
241629[6],2,4,2,2,4
241629[7],1,1,0,1,1
241629[8],1,1,0,1,1
241629[9],2,2,0,2,2
241629[10],4,5,1,4,5
243646[0],4,3,-1,4,3
243646[1],4,4,0,4,4
243646[2],0,0,0,0,0
243646[3],2,2,0,2,2
243646[4],1,1,0,1,1
243646[5],3,3,0,3,3
243646[6],3,4,1,3,4
243646[7],4,3,-1,4,3
243646[8],3,4,1,3,4
243646[9],3,3,0,3,3
243646[10],3,3,0,3,3
247318[0],3,4,1,3,4
247318[1],3,3,0,3,3
247318[2],1,0,-1,1,0
247318[3],4,1,-3,4,1
247318[4],1,2,1,1,2
247318[5],1,0,-1,1,0
247318[6],1,0,-1,1,0
247318[7],1,2,1,1,2
247318[8],0,0,0,0,0
247318[9],1,2,1,1,2
247318[10],2,2,0,2,2
247318[11],2,2,0,2,2
247318[12],1,1,0,1,1
247318[13],1,2,1,1,2
247318[14],1,1,0,1,1
252998[0],3,3,0,3,3
252998[1],3,3,0,3,3
252998[2],3,4,1,3,4
252998[3],4,3,-1,4,3
252998[4],2,2,0,2,2
252998[5],1,1,0,1,1
252998[6],1,2,1,1,2
252998[7],5,2,-3,5,2
252998[8],1,2,1,1,2
257247[0],4,3,-1,4,3
257247[1],3,3,0,3,3
257247[2],2,2,0,2,2
257247[3],2,2,0,2,2
257247[4],1,1,0,1,1
257247[5],3,4,1,3,4
257247[6],1,2,1,1,2
257247[7],2,3,1,2,3
257247[8],1,1,0,1,1
257247[9],1,1,0,1,1
257247[10],0,1,1,0,1
257247[11],3,2,-1,3,2
257247[12],3,4,1,3,4
258654[0],5,4,-1,5,4
258654[1],1,0,-1,1,0
258654[2],1,1,0,1,1
258654[3],0,0,0,0,0
258654[4],3,2,-1,3,2
258654[5],1,0,-1,1,0
266791[0],3,4,1,3,4
266791[1],3,4,1,3,4
266791[2],1,1,0,1,1
266791[3],4,4,0,4,4
266791[4],1,2,1,1,2
266791[5],2,3,1,2,3
266791[6],1,2,1,1,2
266791[7],0,3,3,0,3
266791[8],0,2,2,0,2
266791[9],0,2,2,0,2
266791[10],0,0,0,0,0
266791[11],2,4,2,2,4
266791[12],3,3,0,3,3
266791[13],4,3,-1,4,3
266791[14],1,2,1,1,2
266791[15],1,2,1,1,2
266791[16],0,4,4,0,4
266791[17],1,1,0,1,1
266791[18],1,2,1,1,2
266791[19],3,4,1,3,4
266791[20],1,2,1,1,2
266791[21],0,0,0,0,0
266791[22],1,2,1,1,2
266791[23],4,4,0,4,4
266791[24],0,1,1,0,1
266791[25],0,1,1,0,1
266791[26],2,1,-1,2,1
266791[27],0,0,0,0,0
266791[28],0,0,0,0,0
266791[29],0,0,0,0,0
266791[30],0,1,1,0,1
266791[31],1,1,0,1,1
266791[32],0,1,1,0,1
266791[33],3,3,0,3,3
266791[34],2,2,0,2,2
266791[35],1,2,1,1,2
266791[36],1,2,1,1,2
270254[0],3,4,1,3,4
270254[1],5,2,-3,5,2
270254[2],2,3,1,2,3
270254[3],3,3,0,3,3
270254[4],1,4,3,1,4
270254[5],3,3,0,3,3
270254[6],1,4,3,1,4
270254[7],1,2,1,1,2
270254[8],2,3,1,2,3
270254[9],1,1,0,1,1
270254[10],0,3,3,0,3
270254[11],0,2,2,0,2
270254[12],3,3,0,3,3
270254[13],2,3,1,2,3
270254[14],5,4,-1,5,4
270254[15],1,1,0,1,1
270254[16],1,1,0,1,1
270254[17],1,2,1,1,2
270254[18],2,5,3,2,5
270254[19],4,4,0,4,4
270254[20],1,5,4,1,5
270254[21],3,6,3,3,6
270254[22],4,2,-2,4,2
270254[23],0,1,1,0,1
270254[24],1,0,-1,1,0
270254[25],5,6,1,5,6
272624[0],4,3,-1,4,3
272624[1],3,3,0,3,3
272624[2],1,1,0,1,1
272624[3],2,1,-1,2,1
272624[4],2,2,0,2,2
272624[5],4,2,-2,4,2
272624[6],2,2,0,2,2
272624[7],4,6,2,4,6
272624[8],3,1,-2,3,1
272624[9],4,3,-1,4,3
272624[10],4,3,-1,4,3
272624[11],3,3,0,3,3
272624[12],3,4,1,3,4
272624[13],4,4,0,4,4
272624[14],3,4,1,3,4
272624[15],2,1,-1,2,1
272624[16],2,2,0,2,2
272624[17],1,1,0,1,1
272624[18],2,6,4,2,6
273539[0],4,4,0,4,4
273539[1],3,4,1,3,4
273539[2],3,3,0,3,3
273539[3],0,1,1,0,1
273539[4],1,2,1,1,2
273539[5],3,4,1,3,4
273539[6],2,2,0,2,2
273539[7],1,2,1,1,2
273539[8],4,4,0,4,4
273539[9],0,1,1,0,1
290546[0],4,3,-1,4,3
290546[1],2,2,0,2,2
290546[2],2,1,-1,2,1
290546[3],3,2,-1,3,2
290546[4],2,3,1,2,3
290546[5],2,2,0,2,2
290546[6],3,2,-1,3,2
290546[7],2,2,0,2,2
290546[8],5,1,-4,5,1
290546[9],1,1,0,1,1
2J4zrDn7K4s[0],4,3,-1,4,3
2S00zYaVrtc[0],4,4,0,4,4
2S00zYaVrtc[1],2,2,0,2,2
2S00zYaVrtc[2],0,1,1,0,1
2S00zYaVrtc[3],5,4,-1,5,4
2S00zYaVrtc[4],1,3,2,1,3
2S00zYaVrtc[5],2,3,1,2,3
2S00zYaVrtc[6],2,2,0,2,2
2S00zYaVrtc[7],2,4,2,2,4
2S00zYaVrtc[8],4,4,0,4,4
2S00zYaVrtc[9],5,5,0,5,5
2S00zYaVrtc[10],5,5,0,5,5
2S00zYaVrtc[11],5,4,-1,5,4
2S00zYaVrtc[12],4,2,-2,4,2
2Xt31_d0XEE[0],5,4,-1,5,4
2Xt31_d0XEE[1],5,6,1,5,6
2Xt31_d0XEE[2],5,5,0,5,5
2Xt31_d0XEE[3],5,4,-1,5,4
31474[0],4,4,0,4,4
31474[1],3,3,0,3,3
31474[2],0,0,0,0,0
31474[3],1,2,1,1,2
31474[4],2,1,-1,2,1
31474[5],2,2,0,2,2
31474[6],3,1,-2,3,1
31474[7],0,1,1,0,1
31474[8],1,2,1,1,2
31474[9],2,2,0,2,2
31474[10],3,4,1,3,4
31474[11],4,4,0,4,4
31474[12],2,1,-1,2,1
31474[13],0,0,0,0,0
31474[14],4,5,1,4,5
31474[15],3,2,-1,3,2
31474[16],2,1,-1,2,1
32681[0],4,4,0,4,4
32681[1],3,4,1,3,4
32681[2],3,4,1,3,4
32681[3],0,0,0,0,0
32681[4],2,1,-1,2,1
32681[5],4,1,-3,4,1
32681[6],2,1,-1,2,1
33170[0],4,3,-1,4,3
33170[1],4,2,-2,4,2
33170[2],2,1,-1,2,1
33170[3],1,1,0,1,1
33170[4],1,1,0,1,1
33170[5],2,2,0,2,2
33170[6],3,1,-2,3,1
3MFNIag0wNE[0],3,4,1,3,4
3MFNIag0wNE[1],2,3,1,2,3
3MFNIag0wNE[2],2,2,0,2,2
3MFNIag0wNE[3],1,1,0,1,1
3MFNIag0wNE[4],1,1,0,1,1
3MFNIag0wNE[5],2,4,2,2,4
3MFNIag0wNE[6],4,5,1,4,5
3MFNIag0wNE[7],2,3,1,2,3
3MFNIag0wNE[8],1,1,0,1,1
3MFNIag0wNE[9],2,2,0,2,2
3MFNIag0wNE[10],1,1,0,1,1
3MFNIag0wNE[11],1,1,0,1,1
3V2qm0rw920[0],4,3,-1,4,3
3V2qm0rw920[1],4,4,0,4,4
3V2qm0rw920[2],6,6,0,6,6
3V2qm0rw920[3],4,4,0,4,4
3V2qm0rw920[4],4,3,-1,4,3
3V2qm0rw920[5],4,4,0,4,4
3V2qm0rw920[6],4,4,0,4,4
3V2qm0rw920[7],3,4,1,3,4
3j94B0pzSVs[0],3,3,0,3,3
3j94B0pzSVs[1],3,3,0,3,3
3j94B0pzSVs[2],5,2,-3,5,2
3j94B0pzSVs[3],4,3,-1,4,3
3j94B0pzSVs[4],3,3,0,3,3
3j94B0pzSVs[5],1,2,1,1,2
3j94B0pzSVs[6],4,4,0,4,4
3j94B0pzSVs[7],2,2,0,2,2
3j94B0pzSVs[8],4,4,0,4,4
3j94B0pzSVs[9],4,3,-1,4,3
3j94B0pzSVs[10],2,2,0,2,2
3j94B0pzSVs[11],4,4,0,4,4
4cFeG2ydm9A[0],4,4,0,4,4
4dV3slGSc60[0],5,4,-1,5,4
4dV3slGSc60[1],4,4,0,4,4
4dV3slGSc60[2],3,4,1,3,4
4dV3slGSc60[3],4,4,0,4,4
4dV3slGSc60[4],5,4,-1,5,4
4dV3slGSc60[5],4,3,-1,4,3
4dV3slGSc60[6],4,4,0,4,4
4dV3slGSc60[7],4,2,-2,4,2
4dV3slGSc60[8],5,2,-3,5,2
50103[0],3,3,0,3,3
50103[1],0,1,1,0,1
50103[2],0,1,1,0,1
50103[3],1,1,0,1,1
50103[4],1,1,0,1,1
50103[5],3,4,1,3,4
50103[6],2,3,1,2,3
50103[7],2,3,1,2,3
50103[8],3,3,0,3,3
5B0PQx3Ep3k[0],4,4,0,4,4
5B0PQx3Ep3k[1],5,4,-1,5,4
5B0PQx3Ep3k[2],5,4,-1,5,4
5B0PQx3Ep3k[3],5,5,0,5,5
5O1W39o56gg[0],3,4,1,3,4
5O1W39o56gg[1],3,4,1,3,4
5O1W39o56gg[2],4,2,-2,4,2
5O1W39o56gg[3],4,4,0,4,4
5O1W39o56gg[4],2,4,2,2,4
5O1W39o56gg[5],5,3,-2,5,3
5O1W39o56gg[6],3,3,0,3,3
5O1W39o56gg[7],5,4,-1,5,4
5O1W39o56gg[8],4,5,1,4,5
5i6AgQSjXO4[0],4,4,0,4,4
5i6AgQSjXO4[1],5,5,0,5,5
5i6AgQSjXO4[2],3,4,1,3,4
5i6AgQSjXO4[3],4,3,-1,4,3
5i6AgQSjXO4[4],3,4,1,3,4
5i6AgQSjXO4[5],3,3,0,3,3
5i6AgQSjXO4[6],3,3,0,3,3
5i6AgQSjXO4[7],2,3,1,2,3
5kaCGzjYukM[0],2,3,1,2,3
5kaCGzjYukM[1],2,2,0,2,2
5kaCGzjYukM[2],1,2,1,1,2
5kaCGzjYukM[3],0,1,1,0,1
5kaCGzjYukM[4],2,2,0,2,2
6KvG5VbLalY[0],4,4,0,4,4
6KvG5VbLalY[1],5,4,-1,5,4
6KvG5VbLalY[2],4,4,0,4,4
6KvG5VbLalY[3],3,3,0,3,3
6ZA8I83x-oY[0],3,4,1,3,4
6ZA8I83x-oY[1],5,5,0,5,5
6ZA8I83x-oY[2],4,4,0,4,4
6ZA8I83x-oY[3],4,4,0,4,4
6_ZT8beQXq8[0],4,4,0,4,4
6_ZT8beQXq8[1],5,2,-3,5,2
6_ZT8beQXq8[2],3,2,-1,3,2
6_ZT8beQXq8[3],4,2,-2,4,2
6_ZT8beQXq8[4],5,6,1,5,6
6_ZT8beQXq8[5],4,2,-2,4,2
6_ZT8beQXq8[6],4,2,-2,4,2
6_ZT8beQXq8[7],5,2,-3,5,2
6_ZT8beQXq8[8],4,2,-2,4,2
6_ZT8beQXq8[9],3,3,0,3,3
6hFiTU77Sm0[0],1,4,3,1,4
6hFiTU77Sm0[1],3,4,1,3,4
6hFiTU77Sm0[2],3,3,0,3,3
6hFiTU77Sm0[3],4,4,0,4,4
6hFiTU77Sm0[4],4,4,0,4,4
6uPGcKTpC4I[0],3,4,1,3,4
6uPGcKTpC4I[1],3,4,1,3,4
6uPGcKTpC4I[2],4,5,1,4,5
6uPGcKTpC4I[3],5,3,-2,5,3
6uPGcKTpC4I[4],5,4,-1,5,4
70280[0],3,3,0,3,3
70280[1],4,3,-1,4,3
70280[2],1,1,0,1,1
70280[3],1,2,1,1,2
70280[4],1,1,0,1,1
70280[5],3,3,0,3,3
70280[6],2,2,0,2,2
70280[7],3,2,-1,3,2
70280[8],4,1,-3,4,1
70280[9],1,2,1,1,2
70280[10],4,3,-1,4,3
70280[11],1,2,1,1,2
70280[12],2,1,-1,2,1
70HptJgAhZM[0],4,3,-1,4,3
70HptJgAhZM[1],4,4,0,4,4
75RGHaxmUK8[0],4,4,0,4,4
75RGHaxmUK8[1],4,4,0,4,4
75RGHaxmUK8[2],4,3,-1,4,3
75RGHaxmUK8[3],3,3,0,3,3
76PsKs4kPXE[0],4,4,0,4,4
7_K3F-lAv1k[0],4,4,0,4,4
7_K3F-lAv1k[1],5,4,-1,5,4
7_K3F-lAv1k[2],3,4,1,3,4
7_K3F-lAv1k[3],4,4,0,4,4
7_K3F-lAv1k[4],4,4,0,4,4
7r4vRxKLFCA[0],3,4,1,3,4
7r4vRxKLFCA[1],2,4,2,2,4
80566[0],3,3,0,3,3
80566[1],3,4,1,3,4
80566[2],4,4,0,4,4
80566[3],4,3,-1,4,3
80566[4],5,3,-2,5,3
80566[5],4,3,-1,4,3
80566[6],3,2,-1,3,2
80566[7],6,5,-1,6,5
80566[8],6,2,-4,6,2
80855[0],3,3,0,3,3
80855[1],6,5,-1,6,5
80855[2],4,3,-1,4,3
80855[3],3,3,0,3,3
80855[4],3,3,0,3,3
80855[5],5,6,1,5,6
80855[6],5,5,0,5,5
80855[7],5,5,0,5,5
80855[8],5,0,-5,5,0
80855[9],3,1,-2,3,1
80855[10],5,0,-5,5,0
80855[11],5,0,-5,5,0
80855[12],4,4,0,4,4
80855[13],4,4,0,4,4
80855[14],3,3,0,3,3
80855[15],3,4,1,3,4
80855[16],4,4,0,4,4
80855[17],5,4,-1,5,4
80855[18],3,2,-1,3,2
80855[19],4,4,0,4,4
80855[20],3,4,1,3,4
830KzUc6CbU[0],3,3,0,3,3
830KzUc6CbU[1],4,2,-2,4,2
830KzUc6CbU[2],4,3,-1,4,3
84140[0],5,1,-4,5,1
84140[1],2,2,0,2,2
84140[2],1,1,0,1,1
84140[3],3,4,1,3,4
84140[4],4,3,-1,4,3
84140[5],1,1,0,1,1
89835[0],3,4,1,3,4
89835[1],4,4,0,4,4
89835[2],4,2,-2,4,2
89835[3],1,1,0,1,1
89835[4],0,0,0,0,0
89835[5],0,1,1,0,1
89835[6],2,2,0,2,2
89835[7],0,1,1,0,1
8eaYvALnJ0o[0],5,4,-1,5,4
8eaYvALnJ0o[1],5,4,-1,5,4
8eaYvALnJ0o[2],5,2,-3,5,2
8x_nCOh6Wmc[0],4,4,0,4,4
96642[0],4,3,-1,4,3
96642[1],3,3,0,3,3
96642[2],3,3,0,3,3
96642[3],4,4,0,4,4
96642[4],1,1,0,1,1
96642[5],2,2,0,2,2
96642[6],2,3,1,2,3
99501[0],4,4,0,4,4
99501[1],3,4,1,3,4
99501[2],1,2,1,1,2
99501[3],2,2,0,2,2
99501[4],2,3,1,2,3
99501[5],1,2,1,1,2
99501[6],1,0,-1,1,0
99501[7],3,2,-1,3,2
99501[8],3,2,-1,3,2
99501[9],2,2,0,2,2
99501[10],3,1,-2,3,1
99501[11],2,2,0,2,2
99501[12],1,2,1,1,2
99501[13],2,4,2,2,4
9QI-9w_VdB4[0],4,4,0,4,4
9QI-9w_VdB4[1],3,6,3,3,6
9QI-9w_VdB4[2],4,3,-1,4,3
9QI-9w_VdB4[3],3,4,1,3,4
9iRncKVM2PA[0],2,2,0,2,2
AG5EY8ZaFj4[0],4,4,0,4,4
AG5EY8ZaFj4[1],4,3,-1,4,3
AG5EY8ZaFj4[2],3,3,0,3,3
AbNmF4RTzOI[0],3,4,1,3,4
Arh2TKRi_mg[0],3,4,1,3,4
Arh2TKRi_mg[1],2,2,0,2,2
Arh2TKRi_mg[2],5,4,-1,5,4
Arh2TKRi_mg[3],4,4,0,4,4
Arh2TKRi_mg[4],4,4,0,4,4
Arh2TKRi_mg[5],2,4,2,2,4
Arh2TKRi_mg[6],4,4,0,4,4
Arh2TKRi_mg[7],2,2,0,2,2
Arh2TKRi_mg[8],4,4,0,4,4
Arh2TKRi_mg[9],5,5,0,5,5
Arh2TKRi_mg[10],3,5,2,3,5
AxNy9TeTLq8[0],5,5,0,5,5
BSKAHXFYF_I[0],4,3,-1,4,3
BSKAHXFYF_I[1],2,4,2,2,4
BSKAHXFYF_I[2],4,4,0,4,4
BSKAHXFYF_I[3],4,3,-1,4,3
BSKAHXFYF_I[4],3,4,1,3,4
BSKAHXFYF_I[5],4,3,-1,4,3
BSKAHXFYF_I[6],4,3,-1,4,3
BSKAHXFYF_I[7],4,4,0,4,4
Baz0VVQ-E9E[0],4,4,0,4,4
Baz0VVQ-E9E[1],3,3,0,3,3
Baz0VVQ-E9E[2],2,2,0,2,2
Baz0VVQ-E9E[3],2,4,2,2,4
Baz0VVQ-E9E[4],2,2,0,2,2
Baz0VVQ-E9E[5],2,2,0,2,2
Baz0VVQ-E9E[6],4,4,0,4,4
Baz0VVQ-E9E[7],5,4,-1,5,4
Baz0VVQ-E9E[8],2,2,0,2,2
C864zaWmEd0[0],4,4,0,4,4
CJGuudyvA0Y[0],4,4,0,4,4
CJGuudyvA0Y[1],3,4,1,3,4
CJGuudyvA0Y[2],2,3,1,2,3
CPjbogfLHR4[0],4,3,-1,4,3
CPjbogfLHR4[1],5,4,-1,5,4
CPjbogfLHR4[2],5,5,0,5,5
CPjbogfLHR4[3],5,1,-4,5,1
CPjbogfLHR4[4],3,2,-1,3,2
CPjbogfLHR4[5],2,3,1,2,3
CPjbogfLHR4[6],5,4,-1,5,4
CPjbogfLHR4[7],5,3,-2,5,3
DdUJojoFU_c[0],4,4,0,4,4
DdUJojoFU_c[1],4,4,0,4,4
DdUJojoFU_c[2],5,3,-2,5,3
DdUJojoFU_c[3],3,3,0,3,3
DdUJojoFU_c[4],4,3,-1,4,3
DdUJojoFU_c[5],4,4,0,4,4
DdUJojoFU_c[6],4,2,-2,4,2
DdUJojoFU_c[7],4,4,0,4,4
DdUJojoFU_c[8],4,4,0,4,4
DdUJojoFU_c[9],4,3,-1,4,3
DdUJojoFU_c[10],4,0,-4,4,0
DdUJojoFU_c[11],4,2,-2,4,2
DlbYiwOnTyk[0],2,4,2,2,4
DlbYiwOnTyk[1],4,2,-2,4,2
DlbYiwOnTyk[2],4,4,0,4,4
DlbYiwOnTyk[3],5,5,0,5,5
DpZGnuj-BA8[0],3,3,0,3,3
DpZGnuj-BA8[1],4,4,0,4,4
DpZGnuj-BA8[2],5,4,-1,5,4
DpZGnuj-BA8[3],3,2,-1,3,2
DpZGnuj-BA8[4],4,1,-3,4,1
E8MuzHUhUHk[0],4,4,0,4,4
E8MuzHUhUHk[1],4,4,0,4,4
E8MuzHUhUHk[2],4,4,0,4,4
E8MuzHUhUHk[3],4,4,0,4,4
E8MuzHUhUHk[4],5,4,-1,5,4
E8MuzHUhUHk[5],5,4,-1,5,4
E8MuzHUhUHk[6],3,3,0,3,3
E8MuzHUhUHk[7],4,3,-1,4,3
E8MuzHUhUHk[8],3,4,1,3,4
E8MuzHUhUHk[9],4,4,0,4,4
E8MuzHUhUHk[10],4,2,-2,4,2
EEjCkc82oyk[0],2,2,0,2,2
EEjCkc82oyk[1],3,3,0,3,3
EEjCkc82oyk[2],3,3,0,3,3
EEjCkc82oyk[3],2,2,0,2,2
EEjCkc82oyk[4],2,2,0,2,2
EEjCkc82oyk[5],2,2,0,2,2
EEjCkc82oyk[6],4,2,-2,4,2
EEjCkc82oyk[7],3,2,-1,3,2
EQxkXiWAm08[0],2,3,1,2,3
EQxkXiWAm08[1],4,3,-1,4,3
ET1cU5_A2YM[0],0,1,1,0,1
ET1cU5_A2YM[1],3,4,1,3,4
